sample,processing_time_ms,sensor_time_ms,raw,smoothed,frequency
499,10156,203519.0,3160.0,3121.5107,855.8915
500,10171,203539.0,3115.0,3120.3635,854.49615
501,10189,203559.0,3115.0,3120.4229,854.5683
502,10205,203569.0,3099.0,3118.709,852.48395
503,10222,203589.0,3115.0,3114.6064,847.4943
504,10238,203609.0,3116.0,3114.894,847.8441
505,10255,203609.0,3116.0,3114.894,847.8441
506,10272,203639.0,3146.0,3114.3005,847.1223
507,10289,203639.0,3146.0,3114.3005,847.1223
508,10305,203669.0,3135.0,3115.4634,848.5365
509,10321,203689.0,3130.0,3116.813,850.178
510,10338,203709.0,3101.0,3115.2673,848.2981
511,10354,203719.0,3114.0,3115.166,848.1749
512,10371,203739.0,3116.0,3115.2207,848.2414
513,10389,203759.0,3116.0,3116.518,849.8193
514,10405,203769.0,3114.0,3116.3167,849.57434
515,10421,203789.0,3115.0,3117.4392,850.9396
516,10438,203809.0,3117.0,3117.2246,850.6786
517,10456,203819.0,3116.0,3117.1267,850.5595
518,10471,203839.0,3116.0,3119.456,853.3925
519,10489,203859.0,3118.0,3118.7908,852.5834
520,10505,203869.0,3115.0,3118.4875,852.2146
521,10522,203889.0,3117.0,3118.1118,851.7576
522,10538,203909.0,3116.0,3117.7139,851.2736
523,10556,203919.0,3116.0,3117.5767,851.10675
524,10571,203939.0,3117.0,3117.4143,850.9093
525,10589,203939.0,3117.0,3117.4143,850.9093
526,10604,203969.0,3100.0,3115.674,848.7928
527,10620,203989.0,3055.0,3109.961,841.8444
528,10639,203999.0,3128.0,3111.404,843.59955
529,10656,203999.0,3128.0,3111.404,843.59955
530,10672,204039.0,3115.0,3111.8235,844.1096
531,10688,204059.0,3128.0,3114.6763,847.5792
532,10706,204069.0,3114.0,3114.622,847.5133
533,10721,204089.0,3052.0,3109.6401,841.4542
534,10739,204109.0,3130.0,3110.4124,842.3934
535,10756,204119.0,3115.0,3110.7793,842.83966
